DateTime,pod1,pod2
2021-07-12 15:27:50.512000,355532800,365043712
2021-07-12 15:28:00.531000,355532800,365043712
2021-07-12 15:28:10.550000,355532800,365043712
2021-07-12 15:28:20.570000,355770368,365223936
2021-07-12 15:28:30.588000,355770368,365223936
2021-07-12 15:28:40.618000,355770368,365223936
2021-07-12 15:28:50.629000,356126720,364924928
2021-07-12 15:29:00.654000,356126720,364924928
2021-07-12 15:29:10.671000,356126720,364924928
2021-07-12 15:29:20.689000,356380672,368214016
2021-07-12 15:29:30.711000,356380672,368214016
2021-07-12 15:29:40.727000,356380672,368214016
2021-07-12 15:29:50.755000,356376576,368246784
2021-07-12 15:30:00.769000,356376576,368246784
2021-07-12 15:30:10.789000,356376576,368246784
2021-07-12 15:30:20.807000,360554496,368594944
2021-07-12 15:30:30.820000,360554496,368594944
2021-07-12 15:30:40.838000,360554496,368594944
2021-07-12 15:30:50.859000,365867008,377200640
2021-07-12 15:31:00.876000,365867008,377200640
2021-07-12 15:31:10.886000,365867008,377200640
2021-07-12 15:31:20.901000,345513984,377262080
2021-07-12 15:31:30.916000,345513984,377262080
2021-07-12 15:31:40.936000,345513984,377262080
2021-07-12 15:31:50.954000,345755648,377528320
2021-07-12 15:32:00.974000,345755648,377528320
2021-07-12 15:32:10.998000,345755648,377528320
2021-07-12 15:32:21.012000,349188096,377790464
2021-07-12 15:32:31.027000,349188096,377790464
2021-07-12 15:32:41.048000,349188096,377790464
2021-07-12 15:32:51.065000,349388800,350449664
2021-07-12 15:33:01.081000,349388800,350449664
2021-07-12 15:33:11.102000,349388800,350449664
2021-07-12 15:33:21.119000,353521664,351830016
2021-07-12 15:33:31.139000,353521664,351830016
2021-07-12 15:33:41.160000,353521664,351830016
2021-07-12 15:33:51.178000,353955840,353382400
2021-07-12 15:34:01.200000,353955840,353382400
2021-07-12 15:34:11.217000,353955840,353382400
2021-07-12 15:34:21.234000,354131968,353628160
2021-07-12 15:34:31.248000,354131968,353628160
2021-07-12 15:34:41.268000,354131968,353628160
2021-07-12 15:34:51.287000,354373632,353906688
2021-07-12 15:35:01.315000,354373632,353906688
2021-07-12 15:35:11.337000,354373632,353906688
2021-07-12 15:35:21.358000,361971712,354131968
2021-07-12 15:35:31.377000,361971712,354131968
2021-07-12 15:35:41.404000,361971712,354131968
2021-07-12 15:35:51.426000,362192896,355979264
2021-07-12 15:36:01.447000,362192896,355979264
2021-07-12 15:36:11.464000,362192896,355979264
2021-07-12 15:36:21.489000,374034432,356225024
2021-07-12 15:36:31.511000,374034432,356225024
2021-07-12 15:36:41.531000,374034432,356225024
2021-07-12 15:36:51.545000,374251520,352759808
2021-07-12 15:37:01.568000,374251520,352759808
2021-07-12 15:37:11.583000,374251520,352759808
2021-07-12 15:37:21.597000,387715072,351739904
2021-07-12 15:37:31.613000,387715072,351739904
2021-07-12 15:37:41.637000,387715072,351739904
2021-07-12 15:37:51.662000,376524800,351932416
2021-07-12 15:38:01.686000,376524800,351932416
2021-07-12 15:38:11.711000,376524800,351932416
2021-07-12 15:38:21.731000,340103168,352833536
2021-07-12 15:38:31.750000,340103168,352833536
2021-07-12 15:38:41.767000,340103168,352833536
2021-07-12 15:38:51.778000,341762048,353329152
2021-07-12 15:39:01.800000,341762048,353329152
2021-07-12 15:39:11.805000,341762048,353329152
2021-07-12 15:39:21.819000,341954560,353402880
2021-07-12 15:39:31.835000,341954560,353402880
2021-07-12 15:39:41.849000,341954560,353402880
2021-07-12 15:39:51.868000,337756160,354295808
2021-07-12 15:40:01.884000,337756160,354295808
2021-07-12 15:40:11.892000,337756160,354295808
2021-07-12 15:40:21.907000,337965056,354529280
2021-07-12 15:40:31.921000,337965056,354529280
2021-07-12 15:40:41.936000,337965056,354529280
2021-07-12 15:40:51.951000,338210816,354758656
2021-07-12 15:41:01.966000,338210816,354758656
2021-07-12 15:41:11.982000,338210816,354758656
2021-07-12 15:41:21.996000,340643840,355033088
2021-07-12 15:41:32.007000,340643840,355033088
2021-07-12 15:41:42.019000,340643840,355033088
2021-07-12 15:41:52.032000,341049344,355254272
2021-07-12 15:42:02.049000,341049344,355254272
2021-07-12 15:42:12.061000,341049344,355254272
2021-07-12 15:42:22.073000,341286912,355434496
2021-07-12 15:42:32.083000,341286912,355434496
2021-07-12 15:42:42.103000,341286912,355434496
2021-07-12 15:42:52.125000,341770240,355815424
2021-07-12 15:43:02.142000,341770240,355815424
2021-07-12 15:43:12.159000,341770240,355815424
2021-07-12 15:43:22.179000,342056960,355909632
2021-07-12 15:43:32.199000,342056960,355909632
2021-07-12 15:43:42.213000,342056960,355909632
2021-07-12 15:43:52.231000,342372352,356220928
2021-07-12 15:44:02.250000,342372352,356220928
2021-07-12 15:44:12.263000,342372352,356220928
2021-07-12 15:44:22.280000,342786048,356413440
2021-07-12 15:44:32.300000,342786048,356413440
2021-07-12 15:44:42.320000,342786048,356413440
2021-07-12 15:44:52.342000,342958080,356642816
2021-07-12 15:45:02.361000,342958080,356642816
2021-07-12 15:45:12.381000,342958080,356642816
2021-07-12 15:45:22.402000,343232512,357027840
2021-07-12 15:45:32.420000,343232512,357027840
2021-07-12 15:45:42.440000,343232512,357027840
2021-07-12 15:45:52.459000,350236672,357634048
2021-07-12 15:46:02.475000,350236672,357634048
2021-07-12 15:46:12.498000,350236672,357634048
2021-07-12 15:46:22.517000,350470144,357732352
2021-07-12 15:46:32.535000,350470144,357732352
2021-07-12 15:46:42.565000,350470144,357732352
2021-07-12 15:46:52.591000,347607040,357957632
2021-07-12 15:47:02.616000,347607040,357957632
2021-07-12 15:47:12.636000,347607040,357957632
2021-07-12 15:47:22.656000,347947008,358318080
2021-07-12 15:47:32.679000,347947008,358318080
2021-07-12 15:47:42.696000,347947008,358318080
2021-07-12 15:47:52.721000,348057600,358375424
2021-07-12 15:48:02.747000,348057600,358375424
2021-07-12 15:48:12.772000,348057600,358375424
2021-07-12 15:48:22.798000,347684864,385785856
2021-07-12 15:48:32.819000,347684864,385785856
2021-07-12 15:48:42.845000,347684864,385785856
2021-07-12 15:48:52.869000,342167552,386293760
2021-07-12 15:49:02.894000,342167552,386293760
2021-07-12 15:49:12.918000,342167552,386293760
